text,label
love that for me 👏 totallyyyyy helpful,Sarcastic
idk this is patheticccc 😡,Negative
idk thisssss is annoyingggg 😭,Negative
omg it was okayyyyy 🙂,Neutral
bro it was tsandardddd 🙂,Neutral
just perfect 🙄 totallyyyyy helfpulll,Sarcastic
great job 😂 totallyyy helpfulllll,Sarcastic
yeah sure 😏 totallyyy helpfullll,Sarcastic
lowkey this is trashhhh 😒,Negative
fr thissss is annoying 😒,Negative
highkey this is amazign 🤩,Positive
wow amazign 🙃 totally hlepfulll,Sarcastic
bro it was okayyyy 🫤,Neutral
lowkey this is perfectttt ❤️,Positive
highkeyyy this is amzaing 🥳,Positive
highkey thissss is perfect 😍,Positive
wow amazign 😒 totalyl helpful,Sarcastic
lwokey this is great 😍,Positive
wow amazing 🙃 totlaly helpfullll,Sarcastic
highkeyyyyy tihsssss is lit 😍,Positive
loweky this is bad 👎,Negative
bro this is ptahetic 😠,Negative
omg this is pathetic 😒,Negative
lol it was stnadard 🤷,Neutral
idk thisssss is waful 👎,Negative
yeah sureeee 😏 totally helpful,Sarcastic
highkeyyyyy this is pathetic 😤,Negative
bro this is annoying 😤,Negative
fr it was standrad 🫤,Neutral
yeahhhh sureeeee 🙄 totally ehlpful,Sarcastic
highkey this is terrible 😤,Negative
ihghkey this is awesome 🔥,Positive
graettt job 😏 totally helpful,Sarcastic
highkey thisssss is awful 😤,Negative
bro htisssss is bad 👎,Negative
idk thisssss is solid ✨,Positive
omg thisssss is annoyingggg 😞,Negative
idk it was fineeee 🙂,Neutral
best ever 😒 totallyyyyy helpfulllll,Sarcastic
lowkeyyyyy it was regularrrrr 🙂,Neutral
bro thsiss is amazing 🔥,Positive
idk this is trashhhhh 😞,Negative
lol thisss is solid ❤️,Positive
graet job 😏 totally helpful,Sarcastic
lol htisss is soldidd 🤩,Positive
tbh thisssss is great ❤️,Positive
just perfect 👏 totallyyy helpfulll,Sarcastic
fr thsissss is awesome 😄,Positive
yeah sure 👏 totalyl hlepful,Sarcastic
lol thisss is awful 💔,Negative
highkeyyyy it was normal 🤷,Neutral
greattttt job 😂 totally helfpul,Sarcastic
fr this is terribleeee 😤,Negative
greattttt job 😂 totallyyyy hlepful,Sarcastic
just perfecttt 🙄 totallyyy heplful,Sarcastic
tbh this is patheticcccc 😞,Negative
yeahhhh sure 😏 totallyyyy helpfulll,Sarcastic
highkey this is amazing ❤️,Positive
wow amaznig 👏 totallyyyy helpful,Sarcastic
highkey this is solid 🤩,Positive
lol it was ergular 😐,Neutral
lowkey this is trahs 😠,Negative
lol this is fantastic 😄,Positive
lowkeyyyy it was standraddd 🤷,Neutral
ngl this is terribleeee 😒,Negative
bro thissss is worst 😡,Negative
justttt perfect 🙄 totallyyy helpfullll,Sarcastic
tbh thissss is annoying 😤,Negative
highkeyyyy this is awesome 😄,Positive
yeah sureeee 👏 ottallyyyy helpful,Sarcastic
wow amazinggg 🙃 totally helpful,Sarcastic
fr this is great 😄,Positive
yeahhhhh sureeeee 😂 totally helpfulll,Sarcastic
tbh thissss is trash 😠,Negative
wow amazing 🙃 totally helpfulll,Sarcastic
bro thisssss is patheticcccc 👎,Negative
tbh this is amazingggg 😄,Positive
loveeeee that for me 😏 totallyyy helpful,Sarcastic
idk thissss is annoyign 😞,Negative
justtt perfecttt 🙃 totally helpful,Sarcastic
lowkey thisssss is terrible 😭,Negative
bestttt everrrrr 👏 totally helpful,Sarcastic
idk thisssss is annoyinggggg 👎,Negative
fr this is terrible 👎,Negative
great job 😂 totallyyy helpfullll,Sarcastic
lowkey thisssss is pathetic 😭,Negative
love htatttt for me 👏 ttoally helpfullll,Sarcastic
just perefct 🙄 totally hlepfullll,Sarcastic
lowkey thissss is perfect 😁,Positive
wow amazing 😂 totally helpflu,Sarcastic
bro this is amzainggg 🥳,Positive
highkey this is terribleeeee 😭,Negative
fr thsisss is lit 🥳,Positive
besttttt ever 😒 totallyyyyy helpfulllll,Sarcastic
idk this is pathetci 😒,Negative
highkey thissss is awful 👎,Negative
tbh thisss is great 😄,Positive
just perfectttt 😒 totallyyyyy helpful,Sarcastic
highkeyyyy this is pathetic 😤,Negative
tbh it was averageeee 🫤,Neutral
lowkey thisss is awesome ❤️,Positive
tbh thissss is amazing ✨,Positive
highkye this is lit 🔥,Positive
ngl this is soliddd 😍,Positive
lol this is worst 😠,Negative
lol this is amazinggg 🥳,Positive
idk this is pathetic 😒,Negative
highkey thisss is soliddddd 😍,Positive
highkey thisssss is bad 😭,Negative
tbh this is awesome 🥳,Positive
lol this is greattttt 🔥,Positive
yeahhhh sure 😒 ttoally helpful,Sarcastic
tbh thisssss is fantsatic 😄,Positive
lowkey thisssss is worst 😡,Negative
lol this is awfullll 😡,Negative
highkey it was standard 🫤,Neutral
yeahhhhh sureee 👏 totally helpful,Sarcastic
omg this is amazing ✨,Positive
tbh this is greatttt ✨,Positive
lowkey it was standarddddd 🤷,Neutral
lowkeyyyyy this is bad 😤,Negative
fr thsisss is fantasticccc ❤️,Positive
fr it was okayyyyy 🙂,Neutral
best ever 😂 totallyyyyy helpfullll,Sarcastic
omg thissss is terrible 😤,Negative
ngl it was nomral 🤷,Neutral
lowkeyyy thisssss is solid 🤩,Positive
tbh it was averageeeee 🙂,Neutral
bro it was averaeg 🙂,Neutral
tbh it was nomral 😐,Neutral
wow amazing 😏 ottally helpfulllll,Sarcastic
yeahhhh sure 😏 totallyyyyy helpful,Sarcastic
great job 😒 totally ehlpful,Sarcastic
lowkeyyy thisssss is wosrt 😭,Negative
fr it was avergaeee 🫤,Neutral
loveeee that for me 😂 totally helpful,Sarcastic
lowkey this is perfectttt 🥳,Positive
highkey thisssss is perfect 😄,Positive
lowkey thisssss is amazinggggg 🔥,Positive
lol thsiss is patheticcccc 😤,Negative
highkey thisss is solidddd 😁,Positive
best ever 😂 totlalyyy helpfulll,Sarcastic
bro thisssss is lit 😍,Positive
tbh thisss is greattttt ❤️,Positive
lowkey this is terribleeeee 💔,Negative
geratttt job 🙃 totally helpufllll,Sarcastic
wow amazing 😏 ottally helpfulll,Sarcastic
olwkey it was regular 🙂,Neutral
bro thisss is fantasticcc 😍,Positive
justtttt perfect 👏 totally hlepful,Sarcastic
idk thissss is lit 😍,Positive
idk this is patheitc 😡,Negative
idk it was reuglarrr 🙂,Neutral
ngl thissss is greta ✨,Positive
tbh thisssss is great 😍,Positive
rgeat job 👏 totally helpfulll,Sarcastic
ngl thisssss is pathetic 😭,Negative
highkey this is pathteic 😒,Negative
idk this is annoyinggggg 😞,Negative
wow maazing 🙄 totally helpful,Sarcastic
fr this is perfecttttt 🥳,Positive
highkeyyy it was fine 🤷,Neutral
fr thisssss is awesome 🤩,Positive
just perfecttttt 😏 totallyyyyy hlepful,Sarcastic
just perfect 🙃 totallyyy ehlpful,Sarcastic
lol thisssss is annoying 😤,Negative
love that for me 😏 totlaly ehlpfulll,Sarcastic
fr thisss is terribleee 💔,Negative
idk thissss is trash 💔,Negative
tbh htisss is lit 😁,Positive
best ever 😏 totallyyy helpfulllll,Sarcastic
tbh this is worst 😞,Negative
greattt job 😂 totally helpfullll,Sarcastic
just perfectttt 🙃 totally helpful,Sarcastic
lol thisssss is awful 😞,Negative
lowkeyyyyy thisssss is trash 😤,Negative
just perfectttt 👏 toatlly helpful,Sarcastic
tbh this is awfullll 😭,Negative
tbh this is perfect ❤️,Positive
omg thissss is perfect ❤️,Positive
fr thisss is trash 😭,Negative
highkeyyyy this is greta 🤩,Positive
omg thissss is awfullll 😒,Negative
fr this is terribleeeee 😡,Negative
highkey thisss is annoying 😞,Negative
higkhey it was normal 🤷,Neutral
yeahhhh sureeeee 🙃 totally helpful,Sarcastic
lowkey this is trashhh 😞,Negative
yehahhh sure 😂 toatlly helpful,Sarcastic
lol thisssss is patheticcc 😞,Negative
tbh thissss is perfcet 🥳,Positive
fr this is rgeat 😍,Positive
highkyeyyyy this is perfecttt 😄,Positive
lol this is aewsomeeeee 😁,Positive
justttt perfect 😏 totallyyy helpful,Sarcastic
fr this is fnatasticccc 😁,Positive
highkeyyyyy thissss is worts 👎,Negative
omg thisssss is sloid ✨,Positive
lol it was regularrr 🫤,Neutral
idk this is pathetic 👎,Negative
lol thissss is bad 😭,Negative
great job 😂 ttoally helpfulll,Sarcastic
bro this is bad 😤,Negative
just perfect 🙃 ottally helpful,Sarcastic
lowkey this is terrible 😒,Negative
highkey tihsssss is perfcet ❤️,Positive
omg this is trash 😭,Negative
lowkey thissss is wrostttt 👎,Negative
lowkey thisss is graet 😄,Positive
lokwey this is solid ✨,Positive
gerat job 👏 totallyyyyy heplfullll,Sarcastic
ngl this is worst 😤,Negative
idk it was okayyyyy 😐,Neutral
lowkey this is awesome 🥳,Positive
idk thissss is lit 🥳,Positive
graet job 😂 totally helpful,Sarcastic
loveee that for me 😏 totally helpfullll,Sarcastic
idk thisss is amazing 🥳,Positive
loveee tahttt for me 👏 totally helpufl,Sarcastic
lol this is fantastic 🤩,Positive
great job 👏 totallyyy helpfulllll,Sarcastic
ngl this is worst 😭,Negative
lowkey this is amazing 😄,Positive
just perfect 🙃 totally helpufl,Sarcastic
great job 😒 totallyyyy helpuflllll,Sarcastic
idk it was satndard 🫤,Neutral
hihgkey this is fatnasticcccc 🥳,Positive
besttt ever 👏 totally helpflu,Sarcastic
ngl this is prefect 😄,Positive
fr htisssss is awful 👎,Negative
hihgkey it was average 🤷,Neutral
idk this is terribleee 😤,Negative
lol thissss is annoying 😡,Negative
great job 😏 totallyyyyy heplful,Sarcastic
fr it was nromal 🤷,Neutral
justtt perfectttt 🙄 totally helpful,Sarcastic
best ever 😏 totally helpfulllll,Sarcastic
omg it was regularrrr 🤷,Neutral
best everrrrr 🙃 totally helpfulll,Sarcastic
highkeyyyyy this is terrible 😤,Negative
loveeeee that for me 😒 totallyyyy helpful,Sarcastic
fr thisss is bad 😭,Negative
bro thisss is terrible 😭,Negative
wow aamzinggg 😒 totally helpful,Sarcastic
idk thisssss is perfect 🤩,Positive
tbh tihsssss is amazing ✨,Positive
omg this is awesmoe 😄,Positive
yeah sureeee 😏 totally helpfulll,Sarcastic
lowkey this is graet 😍,Positive
best everrrr 🙄 totally helpful,Sarcastic
ngl it was tsandarddddd 🙂,Neutral
highkey this is great 🤩,Positive
bro this is awesomeeee ❤️,Positive
hihgkey this is bad 💔,Negative
bro thissss is bad 😤,Negative
loveeeee that for me 🙃 totlaly helfpullll,Sarcastic
tbh this is trashhhh 👎,Negative
great job 😏 totally helpfulllll,Sarcastic
tbh it was tsandard 😐,Neutral
lowkeyyy this is awful 👎,Negative
lol this is greatttt 🥳,Positive
lowkeyyyyy htisss is fantastic 🤩,Positive
idk this is awfullll 😤,Negative
omg this is awfulllll 😭,Negative
bro thissss is lit ✨,Positive
lowkeyyyyy it was fine 🙂,Neutral
lol thissss is amazingggg 🤩,Positive
highkey it was normalll 🫤,Neutral
love thattt for me 😂 totlaly helpful,Sarcastic
lowkey this is amazinggggg 🔥,Positive
greta job 😒 totally ehlpful,Sarcastic
yeahhh sure 👏 totallyyyyy helpful,Sarcastic
lowkeyyy this is annoying 💔,Negative
highkey thissss is lit 😍,Positive
lokwey it was nromal 🫤,Neutral
tbh it was okayyy 🫤,Neutral
lokwey this is soliddddd 🔥,Positive
lowkey this is worsttttt 👎,Negative
bro this is pathetci 😠,Negative
love that for me 🙃 totally helpflu,Sarcastic
greattttt job 😒 totallyyyyy helpful,Sarcastic
yeah sureee 🙄 totallyyyyy helpfulllll,Sarcastic
highkey thissss is trash 😠,Negative
higheky this is terribleee 😞,Negative
lol thissss is awful 😒,Negative
lol this is terrilbe 👎,Negative
ngl this is annoynig 😡,Negative
fr it was onrmalll 🙂,Neutral
fr this is worst 💔,Negative
idk this is awesome 😁,Positive
highkey this is amazingggg 🥳,Positive
highkeyyyy this is amzaing 🔥,Positive
great job 😂 ttoallyyyyy helpful,Sarcastic
best ever 😏 totallyyy helfpul,Sarcastic
idk it was fineee 🤷,Neutral
besttt everrrr 🙄 totally helpful,Sarcastic
lowkey it was regularrrrr 😐,Neutral
lowkeyyyyy this is terribleeeee 😡,Negative
best everrr 😏 totally helpful,Sarcastic
wow amazing 🙃 totally hlepfullll,Sarcastic
highkeyyy this is bad 👎,Negative
fr thisss is awesome 🤩,Positive
just perfectttt 😒 totlaly helpful,Sarcastic
fr it was regluar 🤷,Neutral
fr this is annoyingggg 😞,Negative
lowkey this is bad 😠,Negative
fr this is worst 😒,Negative
omg this is fantasticcc ✨,Positive
just perfect 😏 totally helpfulllll,Sarcastic
bro this is tarsh 😞,Negative
yeah sure 👏 ottallyyyy hlepful,Sarcastic
ngl thisss is worsttt 😭,Negative
lowkeyyyy thissss is annoying 😠,Negative
lowkey this is trash 😭,Negative
fr thisss is awesome 😄,Positive
lol it was standarddddd 🤷,Neutral
tbh thisssss is fnatasticcccc 🥳,Positive
just perfect 😒 totallyyyy helpfulll,Sarcastic
just perfetctt 🙄 totally helpful,Sarcastic
bro it was okayyy 🤷,Neutral
just eprfecttt 🙄 totally helpful,Sarcastic
idk thisssss is afntastic 🤩,Positive
idk thissss is fantasticcc 😍,Positive
lowkeyyy this is worst 😠,Negative
omg thsisss is etrribleee 😞,Negative
idk this is fantatsic 🥳,Positive
rgeat job 😏 ottally helpful,Sarcastic
idk thisssss is fanatstic ✨,Positive
just perefct 😏 totallyyyyy helpfullll,Sarcastic
omg this is waful 💔,Negative
wow amazinggggg 👏 totallyyy helpful,Sarcastic
tbh it was aevrageeeee 🫤,Neutral
lowkey this is worst 😡,Negative
fr it was regualr 🤷,Neutral
just perefct 👏 totalyl helpful,Sarcastic
bro thisssss is pathetic 💔,Negative
highkeyyyy this is lit ❤️,Positive
idk thissss is perfect 😍,Positive
tbh thissss is amazinggggg 😍,Positive
highekyyyyy it was normalllll 😐,Neutral
omg it was nromal 🤷,Neutral
wow amazinggg 😒 totally ehlpful,Sarcastic
omg thisss is solidddd 😍,Positive
idk thisssss is fantasticccc 😍,Positive
bro thisssss is lit 😁,Positive
love thattt for me 😂 totally helpfullll,Sarcastic
highkeyyyy this is bad 💔,Negative
lowkey it was okayyy 🙂,Neutral
loveeee that for me 👏 totallyyyyy helpfulll,Sarcastic
besttt ever 😂 totally helpfulll,Sarcastic
highkeyyy thissss is amazinggggg 🥳,Positive
ngl this is great ✨,Positive
lowkeyyy thisss is awfullll 😠,Negative
ngl this is worstttt 😞,Negative
omg thisssss is bad 💔,Negative
highkeyyy this is annoying 😤,Negative
highkey this is terribel 😒,Negative
love thatttt for me 🙄 totalyl helpflu,Sarcastic
justtttt perfect 😒 totally helpflu,Sarcastic
wow amazing 🙃 totallyyy heplful,Sarcastic
yeah sure 🙃 ottally helpful,Sarcastic
lowkey this is awesome ✨,Positive
justttt perefct 🙃 totally helpfulll,Sarcastic
fr this is annoyinggg 👎,Negative
highkey thissss is worst 💔,Negative
bro it was aevrage 🫤,Neutral
bro this is amazingggg ✨,Positive
omg it was onrmal 😐,Neutral
fr thissss is worsttttt 👎,Negative
wow amazing 😂 totallyyyy helpfulll,Sarcastic
justtttt perfect 😒 toatlly helpfullll,Sarcastic
justtt perfcet 😒 totally hlepfullll,Sarcastic
highkeyyyyy thisss is lit 😄,Positive
besttt everrrr 🙃 totally hlepfulllll,Sarcastic
loveee that for me 🙄 totallyyyyy helpful,Sarcastic
tbh thisss is terrible 💔,Negative
lowkey thisss is awfulllll 😭,Negative
lwokeyyyyy thisssss is pathetic 😒,Negative
best ever 🙃 totally heplful,Sarcastic
highkey thissss is solid 😁,Positive
wow amazingggg 😂 toatlly heplful,Sarcastic
tbh thisssss is solid 🔥,Positive
just perfcet 👏 totally helpful,Sarcastic
love that for me 😂 totalylyyy helpful,Sarcastic
great job 🙃 toatllyyy helpfullll,Sarcastic
highkeyyyyy this is awseome 😄,Positive
tbh tihsss is awesome 🥳,Positive
rgeat job 👏 totallyyyy helpfulllll,Sarcastic
just perfect 🙄 totlaly helpfulll,Sarcastic
tbh this is trerible 😒,Negative
lowkey it was vaerage 🤷,Neutral
lowkey this is awesome 😄,Positive
bro this is terrible 💔,Negative
love that for me 😒 ttoally helpful,Sarcastic
yeah sure 😏 totally heplful,Sarcastic
justtttt perfect 🙄 totallyyyyy helpful,Sarcastic
tbh this is perfcet 😍,Positive
ngl thissss is amazing 🤩,Positive
fr thisssss is trash 😭,Negative
lol this is awesomeeeee 🔥,Positive
lowkey it was avergae 😐,Neutral
lowkeyyy thisss is worstttt 💔,Negative
omg thisss is great ❤️,Positive
lol thissss is greattttt 😄,Positive
idk this is fantasticccc 😁,Positive
lowkey thisss is rgeat 🤩,Positive
ihghkey this is tarsh 💔,Negative
lowkeyyyy this is awesomeeeee ✨,Positive
love htattttt for me 🙄 totalylyyyy helpful,Sarcastic
lokwey this is perfect ✨,Positive
highkey thissss is owrst 😤,Negative
fr this is amaznig ✨,Positive
lowkey this is soliddddd 🔥,Positive
lowkye this is awesome ❤️,Positive
ngl thisssss is great 😄,Positive
bro thissss is amazing 😍,Positive
ngl this is perfetc 🤩,Positive
fr this is patheticccc 💔,Negative
lowkey this is soliddd 😄,Positive
higkhey tihsssss is lit 🥳,Positive
bestttt ever 👏 totallyyyyy helpful,Sarcastic
idk thisssss is trash 😒,Negative
highkeyyyy this is perfect 😄,Positive
omg thisssss is perfect 😄,Positive
just pefrecttt 😏 totallyyyyy helpfulll,Sarcastic
fr this is perfect ❤️,Positive
idk this is annoying 💔,Negative
ngl this is annoyinggg 😞,Negative
lol tihssss is terrible 😞,Negative
jsutttt perfetctt 👏 totally helpful,Sarcastic
fr this is terrible 😭,Negative
hihgkey this is trashhh 😞,Negative
tbh this is trashhh 😭,Negative
bro thisssss is fantasticcc 😍,Positive
lol thissss is amazing 🔥,Positive
best ever 😂 totally helpfulll,Sarcastic
bro thisss is pathetic 😒,Negative
highkey thisssss is terribel 😠,Negative
ngl thisss is eprfect 😁,Positive
greattt job 😒 totallyyy helpful,Sarcastic
bro this is annoying 💔,Negative
ngl this is fantastic 🥳,Positive
wow amazingggg 🙃 totallyyy helpfulllll,Sarcastic
great job 😂 totally helpflu,Sarcastic
lol it was fineee 😐,Neutral
bro this is worsttttt 😒,Negative
fr it was fineeeee 🫤,Neutral
idk thisss is patheticcc 😤,Negative
tbh this is fantasticccc 🔥,Positive
lol thisss is greattttt 🔥,Positive
lowkey thsiss is annyoing 😒,Negative
highkeyyyy thisss is awesome 😁,Positive
yeah sure 🙄 totallyyy helpfullll,Sarcastic
love that for me 🙄 totally helpfulllll,Sarcastic
highkey thisssss is lit 🔥,Positive
ngl this is perfect ✨,Positive
wow amazinggg 😒 totallyyyy helpfulllll,Sarcastic
ngl thisss is pathetic 💔,Negative
omg it was normalll 😐,Neutral
bro it was stadnard 🤷,Neutral
fr this is amazing 🤩,Positive
lol this is solid 🤩,Positive
idk this is perfectttt 😁,Positive
ngl this is aweosme 😍,Positive
tbh thsiss is terrible 😠,Negative
best ever 😂 totlalyyyy helpfullll,Sarcastic
omg this is sloid ❤️,Positive
lol thisssss is awful 😤,Negative
lowkey this is annoyinggg 😠,Negative
greattttt job 😂 totlaly helpfulllll,Sarcastic
omg it was rgeularrr 😐,Neutral
fr thisss is solid 😄,Positive
fr htissss is awesomeee 🤩,Positive
idk this is worsttttt 😒,Negative
idk this is annoyingggg 😞,Negative
bro this is tarsh 👎,Negative
idk thisss is pathetic 😭,Negative
bro it was stnadard 🤷,Neutral
highkey this is great 😍,Positive
wow amazing 👏 totally hlepful,Sarcastic
idk this is awesome 😍,Positive
lowkey thissss is lit 🔥,Positive
fr thisssss is awesomeeeee ✨,Positive
bro thissss is pathetic 😡,Negative
lowkey this is awseome ✨,Positive
highkeyyy this is amazing ✨,Positive
bro htisss is terrible 😤,Negative
tbh thisss is amazinggggg 😁,Positive
ngl thisss is pathetic 👎,Negative
tbh tihsss is owrst 😡,Negative
lowkye this is annoying 😞,Negative
greattt job 👏 totallyyy helpful,Sarcastic
fr this is terribleeeee 😠,Negative
bro thisss is awfulllll 😒,Negative
just perfect 😏 totallyyyy heplful,Sarcastic
lowkye it was averageeeee 🙂,Neutral
fr thisss is awfullll 😭,Negative
idk thisss is fnatastic ✨,Positive
best ever 😂 totallyyy helfpulll,Sarcastic
omg it was aveargeee 🤷,Neutral
highkey this is fantsatic 🥳,Positive
tbh this is patheticccc 👎,Negative
lowkey it was averageeeee 😐,Neutral
best ever 😏 toatlly helpflu,Sarcastic
fr thisss is pathetic 😒,Negative
omg thisss is amazing 😄,Positive
ngl this is worsttttt 😒,Negative
bro thisssss is awesomeee 😄,Positive
omg thisssss is terrible 💔,Negative
greta job 👏 ttoally helpful,Sarcastic
idk this is worstttt 😡,Negative
idk thisssss is perfect 🔥,Positive
hgihkey it was fine 🤷,Neutral
wow amazing 😒 totallyyyyy helpfulll,Sarcastic
yeahhh sure 😂 totally helpufl,Sarcastic
omg thisssss is greta 🤩,Positive
best ever 👏 toatlly helpufl,Sarcastic
best ever 🙄 ottally helpfulll,Sarcastic
lol thisss is bad 😠,Negative
yeahhh sure 🙃 totallyyyy helpfulll,Sarcastic
lowkey thissss is lit 🥳,Positive
wow maazing 🙄 totally heplful,Sarcastic
omg this is trashhh 💔,Negative
lowkeyyyyy it was fine 🤷,Neutral
omg this is fantastic 🔥,Positive
yeah sure 👏 ottally helpful,Sarcastic
omg it was ergular 🤷,Neutral
lwokey this is solid 🤩,Positive
yeah sure 😒 totallyyyy helfpul,Sarcastic
highkey this is amazinggg 🔥,Positive
highkeyyyy this is amazing 😍,Positive
idk thissss is terrible 😭,Negative
lowkeyyyy thisssss is amaizng 🤩,Positive
tbh thisssss is annoying 👎,Negative
wow amaiznggggg 😏 totally helpful,Sarcastic
ngl this is amazing 😁,Positive
hihgkey this is worst 😤,Negative
lol this is terribleee 😒,Negative
bro it was fineeeee 😐,Neutral
lowekyyyyy thsiss is amazing 🤩,Positive
tbh tihssss is amaizng ✨,Positive
lowkey thisss is bad 😠,Negative
lowkey thisss is fantatsic 😄,Positive
lokwey this is trash 😞,Negative
ngl thisssss is annoying 😞,Negative
fr tihssss is fantasticcc 🤩,Positive
lokweyyyyy this is annoying 😞,Negative
loveee that for me 😒 totallyyyyy heplfulll,Sarcastic
bro thissss is bad 😭,Negative
lowkey thissss is worsttttt 😞,Negative
loveeeee that for me 😒 totally helpufl,Sarcastic
just perfetc 😒 totally helpful,Sarcastic
bro thisss is trash 😠,Negative
wow aamzing 🙃 totally heplful,Sarcastic
best ever 🙃 totallyyyyy helpflu,Sarcastic
just perfect 😒 totally helpfulllll,Sarcastic
best veerrrr 🙃 toatlly helpfullll,Sarcastic
omg thisss is amazing 😁,Positive
greatttt job 😂 totallyyyyy helpfulll,Sarcastic
highkeyyyy this is lit ✨,Positive
lol htisssss is solid 🥳,Positive
highkey thisssss is lit ✨,Positive
tbh thissss is trash 😡,Negative
lowkeyyyyy this is lit 😍,Positive
idk this is pahtetic 😒,Negative
wow amazingggg 😂 totally helpfullll,Sarcastic
just perfecttt 😏 totallyyyyy helpfulll,Sarcastic
highkey this is lit 😁,Positive
ngl thisss is pathetic 😠,Negative
bro it was avreageeeee 😐,Neutral
just perfectttt 🙄 totallyyy helpfulll,Sarcastic
justttt perfectttt 😒 totallyyyy helpfulll,Sarcastic
lol thisss is terribleeee 😒,Negative
idk htisssss is pathetic 😞,Negative
justtt perfect 😒 totallyyyyy heplful,Sarcastic
lowkeyyyyy it was fineee 🫤,Neutral
lowkeyyy this is greatttt ✨,Positive
lol this is prefect 😍,Positive
highkeyyyyy this is awesome 😍,Positive
wow amzaing 😂 totallyyy helpflu,Sarcastic
lol this is pathetic 😞,Negative
ngl tihsss is lit 😁,Positive
ngl this is worst 😡,Negative
best everrrrr 🙃 totallyyyyy helpfullll,Sarcastic
wow amazing 😒 totlaly helpful,Sarcastic
wow amazingggg 😏 totallyyyyy helpful,Sarcastic
best ever 🙄 totalyl helpful,Sarcastic
highkey thisssss is annoyinggggg 💔,Negative
bro it was avearge 🫤,Neutral
lowkeyyyyy this is pathetic 😠,Negative
highkye tihsssss is awesome ❤️,Positive
highkey this is bad 😭,Negative
love that for me 🙃 totally ehlpful,Sarcastic
bro this is trashhhhh 👎,Negative
wow aamzing 😒 totallyyy heplful,Sarcastic
best ever 🙃 totalyl helpful,Sarcastic
lowkye it was aevrage 😐,Neutral
tbh thisss is solid 😁,Positive
lol tihssss is worst 😠,Negative
tbh thisssss is pathetic 😞,Negative
idk thissss is annoyinggg 😭,Negative
highkey it was fineeee 🤷,Neutral
loveeeee thtatt for me 😒 totally helpful,Sarcastic
yeah sure 😒 totalyl helpful,Sarcastic
highkey this is treribleeee 👎,Negative
love that for me 😏 totlaly helpful,Sarcastic
bro thisssss is terribleeeee 😤,Negative
lowkeyyyyy this is bad 💔,Negative
idk this is aamzinggggg ❤️,Positive
wow amazinggggg 😂 totally helpufl,Sarcastic
besttttt everrrr 😂 totallyyyyy helpful,Sarcastic
lol this is amazinggggg 🔥,Positive
wow amazingggg 👏 totallyyyy helpful,Sarcastic
bro thisssss is awfulllll 😒,Negative
lowkey this is worstttt 😒,Negative
just perfect 🙃 totallyyy helpfulllll,Sarcastic
lokwey this is trash 💔,Negative
ngl this is worst 😒,Negative
tbh thisss is rtashhhh 😠,Negative
greattt job 😂 totally helpful,Sarcastic
bro thisssss is worst 😒,Negative
lowkye this is awflu 😡,Negative
great job 😂 totallyyyy helpufl,Sarcastic
fr it was averageeee 🙂,Neutral
highkey thisss is fantsaticcccc 😁,Positive
tbh thissss is fantasticccc 😁,Positive
best ever 😒 totally hlepfulllll,Sarcastic
tbh this is annoyinggggg 😡,Negative
lowkeyyyyy this is afntastic 🔥,Positive
idk thisss is bad 😡,Negative
lol thisssss is fantastic 🤩,Positive
tbh thisss is trash 😤,Negative
bro thisssss is fantasticcccc 😍,Positive
lol thisssss is trash 😤,Negative
tbh this is terirbleeeee 😡,Negative
idk this is fnatasticccc 😍,Positive
fr it was standadr 🙂,Neutral
lowkey it was standarddddd 🫤,Neutral
ngl thissss is terrible 😠,Negative
lowkeyyy this is amazingggg ❤️,Positive
loveee thatttt for me 👏 totally helpful,Sarcastic
hihgkey it was okayyy 😐,Neutral
fr thisssss is lit ❤️,Positive
omg this is terrible 😤,Negative
best ever 😏 totallyyy helpful,Sarcastic
great job 😏 totallyyyy helpful,Sarcastic
idk this is terribleee 😭,Negative
lol thissss is pathetic 😒,Negative
omg it was koayyyyy 🤷,Neutral
bro tihssss is perfecttttt 😍,Positive
bro this is trashhhhh 😭,Negative
besttt veerrrrr 🙃 totally heplful,Sarcastic
wow maazing 😏 totally helpful,Sarcastic
bro this is fantatsic 🥳,Positive
omg this is greatttt 😄,Positive
lol it was stadnarddddd 🤷,Neutral
love thattt for me 🙃 totallyyy helpful,Sarcastic
lowkey this is trashhh 😤,Negative
lol this is perfectttt 😄,Positive
tbh this is awufl 💔,Negative
idk htisss is solid 😄,Positive
ngl it was regularrrrr 😐,Neutral
lol htissss is lit ✨,Positive
idk this is perefct 😄,Positive
justtt perfect 👏 totallyyyy helpfulllll,Sarcastic
love that for me 🙃 totally helpfulllll,Sarcastic
wow amazinggggg 😂 totallyyy helpful,Sarcastic
fr this is fantasticcc 🔥,Positive
bro thissss is fantasticcccc 🤩,Positive
best ever 😒 ttoallyyyyy helpfulll,Sarcastic
lowkey this is annoying 💔,Negative
idk thisss is terrible 👎,Negative
yeahhhh sureeeee 😒 totallyyyyy helpful,Sarcastic
loveee thattttt for me 👏 totally helpufl,Sarcastic
lol thisssss is solid 😍,Positive
lowkeyyy thisss is terribel 😒,Negative
idk thisssss is worstttt 👎,Negative
ngl this is soliddd ✨,Positive
great job 😂 ttoallyyyy helpful,Sarcastic
lowkeyyyyy thisss is trahs 😤,Negative
